ID,Name,Album,Release Date,Length (ms),Accousticness,Danceability,Energy,Instrumentalness,Valence,Liveliness,Loudness,Speechiness,Tempo,Time Signature,Popularity,Lyrics
6rdbFNYZADEvymwZG8cAan,Nadiya Kinare Pe,Hindi Film Hits - Vol - 1,30-09-2020,296590,0.936,0.462,0.484,0.000842,0.68,0.172,-4.293,0.0411,82.329,4,21,"Nadiya Kinare Pe Hamra Bagan Hamre Bagano Me Jhume Aasman, Ho Nadiya Kinare Pe Hamra Bagan Hamre Bagano Me Jhume Aasman, Ho Darpan Sa Chamke Re Titasa Kaa Pani Mukh Dekhe Pani Me Bhor Suhani Darpan Sa Chamke Re Titasa Kaa Pani Mukh Dekhe Pani Me Bhor Suhani, Ho Shiv Ji Ke Mandir Me Jage Bhagwan Hamre Bagano Me Jhume Aasman, Ho Nadiya Kinare Pe Hamra Bagan Hamre Bagano Me Jhume Aasman Panchi Ho Koyi Toh Pinjara Banaau Bandi Ho Koyi Toh Mai Pehra Bichhau, Ho Panchi Ho Koyi Toh Pinjara Banaau Bandi Ho Koyi Toh Mai Pehra Bichhau, Ho Bas Me Naa Aaye Re Man Beiman Hamre Bagano Me Jhume Aasman, Ho Nadiya Kinare Pe Hamra Bagan Hamre Bagano Me Jhume Aasman Kisi Jadugar Ne Chanda Suraj Banaye Ek Nikale Bahar Ek Chhupaye, Ho Kisi Jadugar Ne Chanda Suraj Banaye Ek Nikale Bahar Ek Chhupaye, Ho Khel Hai Jadu Sa Sara Jaha Hamre Bagano Me Jhume Aasman, Ho Nadiya Kinare Pe Hamra Bagan Hamre Bagano Me Jhume Aasman"
694phmBmZ6aFFuPH2o3FuU,"Nagma Hamara - From ""Bundal Baaz""","Audiobiography, Vol. 2",01-01-2013,278546,0.85,0.39,0.436,0.00447,0.32,0.327,-8.142,0.035,122.214,4,19,"Nagma hamara gayega yeh jamana Nagma hamara gayega yeh jamana Nagma hamara gayega yeh jamana Ham dey chale ishk ko ek aisa tarana Nagma hamara gayega yeh jamana Tum se mere shah jahan, mera ghum bhee rangin ghazal Tum se bhee yeh mumataze mann, mere aansu tajmahal O o kitna hasin dilnashi hai hamara fasana, Nagma hamara gayega yeh jamana Diwano key sine me dil, dil me jab tak baki hai pyar Do dil milte honge jahan, ham tum aaenge bar bar O o mehka huwa hamse hai pyar kaa har jamana, Nagma hamara gayega yeh jamana Ham dey chale ishk ko ek aisa tarana Nagma hamara gayega yeh jamana"
3MGeZEp9EqLo1QQhlwe8VE,Naina Mere Rang Bhare - Blackmail / Soundtrack Version,The Legend Forever - Lata Mangeshkar - Vol.4,01-01-2012,282266,0.942,0.297,0.699,0.000245,0.406,0.378,-2.664,0.0347,90.243,4,19,O naina mere rang Bhare sapane toh sajaane lage Kya pata pyaar ki Shamma jale na jale O naina mere rang bhare Sapane toh sajaane lage Aayenge woh aayenge Main soch soch sharmaau Kya hoga kya na hoga Main mann hi mann ghabraau Aaj milan ho jaaye toh Samajho din badale mere O naina mere rang Bhare sapane toh sajaane lage Kya pata pyaar ki Shamma jale na jale Jaanu na main toh jaanu na Ruthe ruthe piya ko manaana Bindiya o meri bindiya Mujhe preet ki reet sikhaana Main toh sajan ki ho hi chuki Hoon kyun na huye mere O naina mere rang bhare Sapane toh sajaane lage Kya pata pyaar ki shamma Kajara mera kajara meri Ankhiyon ka ban gaya paani Tuta dil tuta meri Tadap kisine na jaani Pyaar mein raahi Ek parchhayi haath lage Na mere ho o o
0ugs96m4B3F2zGVDaCr2YP,Naina Ye Barse - Mohabbat / Soundtrack Version,The Legend Forever - Lata Mangeshkar - Vol.4,01-01-2012,381786,0.738,0.33,0.676,0.00339,0.213,0.188,-4.375,0.0473,121.106,3,34,Mohabbat mohabbat mohabbat Mohabbat mohabbat Naina yeh barse Milane ki tarase Sahi jaaye na judaai Naina yeh barse Milane ki tarase Sahi jaaye na judaai Khud ko bhula denge tab Tujhe bhulenge hum O naina yeh barse Milane ki tarase Sahi jaaye na judaai Humdum maana tujhase Mil na paayenge hum Ho pyaar phir bhi na Hoga tujhase kam Humdum maana tujhase Mil na paayenge hum Ho pyaar phir bhi na Hoga tujhase kam Khud ko bhula denge Tab tujhe bhulenge hum O naina yeh barse Milane ki tarase Sahi jaaye na judaai Mohabbat mohabbat mohabbat Mohabbat mohabbat Aise humako tu bhula hi dena aise Bhule sapano ko sawera jaise Aise humako tu bhula hi dena aise Bhule sapano ko sawera jaise Khudko bhula denge tab Tujhe bhulenge hum Naina yeh barse Milane ko tarase Sahi jaaye na judaai Khudko bhula denge tab Tujhe bhulenge hum Naina yeh barse Milane ko tarase Sahi jaaye na judaai
7cZAyWw8AQQ5BUVmi607cS,Na Koi Umang Hai,Revival Vol.7 Yeh Jeevan Hai,13-03-2002,279760,0.869,0.408,0.381,0.00552,0.367,0.241,-10.875,0.0316,156.786,3,27,Na koi umang hai Na koi tarang hai Meri zindagi hain kya Ek kati patang hai Na koi umang hai Na koi tarang hai Meri zindagi hain kya Ek kati patang hai Na koi umang hai Aakash se giri main Yeh baar kat ke aise Aakash se giri main Yeh baar kat ke aise Duniya ne phir na puchho Duniya ne phir na puchho Lutaa hain muz ko kaise Na kisi kaa saath hai Na kisi kaa sang hai Meri zindagi hain kya Ek kati patang hai Na koi umang hai na Koi tarang hai Lag ke gale se apne Baabul ke main na royi Lag ke gale se apne baabul Ke main na royi Doli uthhi yu jaise Doli uthhi yu jaise Atrhi uthhi ho koi Yahi dukh to aaj bhi Mere ang sang hai Meri zindagi hain kya Ek kati patang hai Sapnon ke dewataa kya Tuz ko karu main arpan Sapnon ke dewataa kya Tuz ko karu main arpan Patjhad ki main hoon chhaya Patjhad ki main hoon chhaya Main aasun kaa darpan Yahi mera rup hai Yahi mera rang hai Meri zindagi hain kya Ek kati patang hai Na koi umang hai
3ohntZcBS0TNS8iXQG92qx,Na Koi Umang Hai And Dialogue,Kati Patang,01-01-1970,346149,0.89,0.46,0.155,2.66E-06,0.496,0.119,-14.501,0.157,160.432,3,39,"na koyi umang hai, na koyi tarang hai meri zindagi hai kya, ik kati patang hai akaash se giri main, ik baar cat ke aise duniyaa ne phir na poocha, lutaa hai mujko kaise na kisi ka saath hai, na kisi ka sang meri zindagi hai kya, ik kati patang hai lagaa ke gale se apanae, babul ke main na ro saki doli uthi yoon jaise, arthi uthi ho kisi ki yahi dukh to aaj bhee mera ang sang hai meri zindagi hai kya, ik kati patang hai sapanon ke devtaa kya, tujko karoon main arpan patjhad kee main hoon chaaya, main aansuon ka darpan yahi mera rup hai yahi mera rang hai meri zindagi hai kya, ik kati patang hai"
4MB0VA5XXid5nwGJgpM9DW,"Ni Baliye Rut Hai Bahaar Ki Sun Chanve Rut Hai Bahar Ki, From ''Kanhaiya''","Bollywood Legendary Singers, Lata Mangeshkar, Vol. 11",25-08-2020,300001,0.799,0.59,0.673,2.50E-06,0.819,0.224,-5.514,0.127,102.456,4,19,"ni baliye rut hai bahar ki, sun chanave rut hai bahar ki ni baliye rut hai bahar ki, sun chanave rut hai bahar ki kuch mat puchho kaise biti ghadiya intzar ki ni baliye rut hai bahar ki, sun chanave rut hai bahar ki aakhir sun li manmohan ne mere man ki boli ho ab jakar hamko pahachani unki nazare bholi sakhi ghadi aa gayi mere singar ki, solah singaar ki ni baliye rut hai bahar ki, sun chanave rut hai bahar ki kuch mat puchho kaise biti ghadiya intzar ki ni baliye rut hai bahar ki, sun chanave rut hai bahar ki dil ne kaha tera sapna jhutha maine kaha sach hoga ham pahle din jan gaye the kaise kya kab hoga sun lo ye sargam dil ke sitar ki, dil ke sitar ki ni baliye rut hai bahar ki, sun chanave rut hai bahar ki kuchh mat puchho kaise biti ghadiya intzar ki ni baliye rut hai bahar ki, sun chanave rut hai bahar ki rat-rat bhar socha tumko kaise pas bulaau dvar khade tum laj lage ab samane kaise aau kabhi ikrar ki kabhi inkar ki, kabhi inkar ki ni baliye rut hai bahar ki, sun chanave rut hai bahar ki kuchh mat pucho kaise biti ghadiya intzar ki ni baliye rut hai bahar ki, sun chanave rut hai bahar ki ni baliye rut hai bahar ki, sun chanave rut hai bahar ki ni baliye rut hai bahar ki, sun chanave rut hai bahar ki ni baliye rut hai bahar ki, sun chanave rut hai bahar ki"
4x1mkBZCtJlYtDTyEmuPXK,O Janewale Mud Ke Zara,Shree 420,09-06-1955,127733,0.969,0.405,0.17,0.00525,0.457,0.123,-10.934,0.0571,83.075,4,29,Tumhe kasam hai mere dil ko yun na tadpao yeh illtaza hai ke mudh mudh ke dekh k jao oh janewale mudke jara dekhte jaana jara dekhte jaana oh janewale mudke jara dekhte jaana jara dekhte jaana Dil todh ke toh chaldiye mujhko na bhulana jara dekhte jaana fariyad kar rahi hain khamosh nigahen khamosh nigahen fariyad kar rahi hain khamosh nigahen khamosh nigahen aansu ki tarah aankh se mujhko na girana jara dekhte jana oh janewale mudke jara dekhte jaana jara dekhte jaana
0X5BUm52aQWyKrXyp77oyq,O Jogi Jab Se Tu Aaya Mere Dwar,Bandini,01-01-1963,173880,0.975,0.545,0.365,0.000326,0.872,0.308,-11.261,0.0423,104.999,4,20,"Jogi jab se tu aya mere dwaare Mere rng gaye saanjh sakaare Tu to ankhiyon se jaane ji ki batiyaan Tose milana hi julm bhaya re Dekhi saawali surat ye naina judaaye Teri chhab dekhi jab se re naina judaaye Bhaye bin kajara ye kajaraare Ja ke panaghat pe baithhun main raadha diwaani Bin jal liye chali aun raadha diwaani Mohe ajab ye rog laga re Mithhi mithhi agan ye sah n sakungi Main to chhui-mui abala re, sah n sakungi Mere aur nikat mat a re"
4PLRQcijKQ4Hk8rV9vwczo,Ooi Maa Ooi Maa Yeh Kya Ho Gaya,Parasmani (Original Motion Picture Soundtrack),01-11-2013,204333,0.978,0.442,0.441,0.138,0.897,0.176,-12.552,0.127,141.764,4,13,Ui maan ui maan ye kya ho gaya Unaki gali men dil kho gaya Bindiya ho to dhundh bhi lun main Dil na dhundha jaae Ek din ki baat hai nadiya kinaare Unase hue the chhup-chhup ishaaren Kasam kha chuki thi main pyaar na karungi Main pyaar ka kabhi bhi ikraar na karungi Ab wo baaten aye yaad Dar hai ho na jaaun barbaad Shisha ho to tod bhi daalun dil na toda jaae Pyaar ke raste piya bade unche niche Aun main bol kaise tere pichhe-pichhe N thhes lag jaae ghunghat gir jaae Ghunghat jo snbhaalun to lat khul jaae Mushkil men hai meri jaan Tu kya samajhe o naadaan Duniya ho to chhod bhi dun main pyaar na chhoda jaae
6F7vjZLKx9CD6rve0p684V,O Sajna Barkha Bahar Aayi,Parakh,05-08-1960,189240,0.992,0.446,0.269,0.352,0.743,0.16,-13.948,0.0471,133.093,4,34,"O sajna.. O sajna, barkha bahaar aayi ras ki puhaar laayi, akhiyon me pyaar laayi O sajna barkha bahaar aayi ras ki puhaar laayi, akhiyon me pyaar laayi O sajna Tumko pukaare mere man ka papihara meethi meethi agani me jale mora jiyara O sajna barkha bahaar aayi ras ki puhaar laayi, akhiyon me pyaar laayi O sajna Aise rimjhim me o sajan, pyaase pyaase mere nayan tere hi khaab me kho gayi Saanvli salauni ghata jab jab chaayi nindiya na aaye mohe, chainva na aaye O sajna barkha bahaar aayi ras ki puhaar laayi, akhiyon me pyaar laayi O sajna barkha bahaar aayi ras ki puhaar laayi, akhiyon me pyaar laayi O sajna"
0YW94j7zQmfOKsaQvBcDEK,O Sanam Tere Ho Jayen Hum,Ayee Milan Ki Bela,01-01-1964,201333,0.986,0.584,0.662,0.0639,0.916,0.372,-7.098,0.0456,136.903,4,31,O sanam tere ho gaye ham Pyaar me tere kho gaye ham Zindagi ko ai hamadam Aa gaya muskurana O sanam tere ho gaye ham Pyaar me tere kho gaye ham Mil gaya mujhako ai sanam Zindagi kaa bahana Do bhatakate raahi Aa mile manzil par Do dilo ki kashti Aa lagi saahil par Muskuraate jaaen Ek sang do muqaddar O sanam tere ho gaye ham Pyaar me tere kho gaye ham Zindagi ko ai hamadam Aa gaya muskurana Raat chup sunati hai Ye hansi afasaanaa Dekhate hai taare Bas gaya viraanaa Chaand ko sharamaa de Aap ka sharmana O sanam tere ho gaye ham Pyaar me tere kho gaye ham Mil gaya mujhako ai Sanam zindagi kaa bahana O sanam tere ho gaye ham Pyaar me tere kho gaye ham Zindagi ko ai hamadam Aa gaya muskurana Sunepan me achaanak Koi panchhi bolaa Jaag kar sapane se Dil kisi kaa dolaa Raat ki raani kaa Kisane ghunghat kholaa O sanam tere ho gaye ham Pyaar me tere kho gaye ham Mil gaya mujhako ai Sanam zindagi kaa bahana
1vO0I2BvI6qxciLj9BMzIO,Paas Nahin Aana Bhool Nahin Jana,Aap Ki Kasam,17-04-1974,230960,0.929,0.535,0.54,0,0.889,0.282,-7.424,0.0761,110.961,4,25,"Paas nahi aana, bhool nahi jana Paas nahi aana, bhool nahi jana Tumko saugandh hai Ke aaj mohabbat band hai Paas nahi aana, bhool nahi jana Tumko saugandh hai Ke aaj mohabbat band hai Pehle tu aag bhadkaati hai Phir dil ki pyaas tu bujhaati hai Hey.. pehle tu aag bhadkaati hai Phir dil ki pyaas tu bujhaati hai Teri yehi adaa to mujhko pasand hai Achcha.. haan haan.. Magar aaj mohabbat band hai Paas nahi aana, bhool nahi jana Tumko saugandh hai Ke aaj mohabbat band hai Kitna.. kitna maza hai aise jeene mein Dhak dhak bhi hoti nahi seene mein Kitna maza hai aise jeene mein Dhak dhak bhi hoti nahi seene mein Koi bechaini nahi, kitna anand hai Ke aaj mohabbat band hai Paas nahi aana, bhool nahi jana Tumko saugandh hai Ke aaj mohabbat band hai Mat chhed apne deewane ko Rehne de tu is bahaane ko Hey.. Mat chhed apne deewane ko Rehne de tu is bahaane ko Hothon pe na hai Magar dil to razamand hai Razamand hai.. magar aaj mohabbat band hai Paas nahi aana, bhool nahi jana Tumko saugandh hai Ke aaj mohabbat band hai"
3V4xJQuAip7DMc1Q49fnMN,Palkon Ke Peechhe Se,Talash (Original Motion Picture Soundtrack),01-01-1969,283466,0.968,0.627,0.45,0.271,0.798,0.107,-9.208,0.0314,95.042,3,17,"Palakon ke pichhe se kya tum ne kah daala Fir se to farmaana Nainon ne sapanon ki mahafil sajaayi hai Tum bhi jrur ana Toba meri toba, mushkil tha ek to pahale hi dil ka bahalana Aft fir us pe lat men tumhaara mukhada chhipa ke chalana Aise na bolo, pad jaaye mujh ko sharamaana Duniya na dekhe dhadke mera man rasta sajan mera chhodo Tan tharatharaaye ungali hamaari dekho piya na marodo Yun na sataao, mujh ko bana ke diwaana Bach bach ke ham se, o matawaali hai ye kahaan ka iraada Naajuk labon se fir karati jaao milane ka koi waada Dil ye mera ghar hai tumhaara, a jaana"
0PISKSNYl7GDUYt5OpkXFt,Panditji Mere Marne Ke Baad,Roti Kapada Aur Makaan,18-10-1974,371461,0.849,0.397,0.592,1.05E-06,0.784,0.153,-9.169,0.0829,108.905,4,28,"Na dharam bura, na karam bura Na ganga buri, na jal bura Na dharam bura, na karam bura Na ganga buri, na jal bura Har peenae valo ko panditji Na karana kabhi nasihat Peene bala martae martae Bus kartha yehi vasiyat O panditji mere marne kebadh Panditji mere marne kebadh Panditji mere marne kebadh Bus ethana kasht utalaena Mere muhe mein ganga jal ki jagah Mere muhe mein ganga jal ki jagah Thodi madhira tapka dena Panditji mere marne kebadh Bus ethana kasht utalaena Mere muhe mein ganga jal ki jagah Thodi madhira tapka dena Panditji mere marne kebadh Panditji Sadiyo purani mehak aanae sae Thodi mitti mangvalaena Sadiyo purani mehak aanae sae Thodi mitti mangvalaena Us mitti ko samjkae chandan Us mitti ko samjkae chandan mere Mathae par tilak laga dhena Panditji mere marne ke bad Panditji ah mere marne ke bad Mauth pae meri vo peena vale Mauth pae meri vo peena vale Aankh jo teri bhar aayae Mauth pae meri vo peena vale Aankh jo teri bhar aayae Peejana tu aankh ke aasu Peejana tu aankh ke aasu Par kuch jaam baha dhena Panditji mere marne kebadh Panditji mere marne kebadh ah La la la la la la la la Safar aakari lambha hai Safar aakari lambha hai Koyi saath mein saathi tho chahiyae Safar aakari lambha hai Koyi saath mein saathi tho chahiyae Joomke pahunchu jannath tak mein Mein joomke pahunchu jannath tak Ek bottle saath bichaadena Panditji mere marne kebadh Panditji mere marne kebadh Bus ethana kasht utalaena Mere muhe mein ganga jal ki jagah Thodi madhira tapka dena Panditji mere marne kebadh Panditji ah marne ke bad"
2ZiO4sTAk1FGWqgLXP9kSI,"Panna Ki Tamanna Hai (From ""Heera Panna"")",Pa Se Pancham,28-02-2018,347318,0.837,0.556,0.564,0,0.586,0.219,-5.162,0.0275,110.104,4,36,"Panna ki tamanna hai ke hira mujhe mil jaae Chaahe meri jaan jaae, chaahe mera dil jaae Hira to pahale hi kisi aur ka ho chuka Kisi ki madabhari ankhon men kho chuka Yaadon ki bas dhul ban chuka dil ka ful Sine pe main rakh dun jo haath fir khil jaae Dil to dete hain, lete hain log ki baar Hua kya, kisi se kiya tha tumane pyaar Yaadon ko chhod de, waadon ko tod de Apani jagah se kaise parabat hil jaae Bhula na mere dil ko kabhi jisaka khyaal Ho sake to use mere dil se tu nikaal Na karun main ye kaam, to nahin mera naam Baaton se ye jakhm-e-jigar kaise sil jaae"
6292esQMYLUxgqblWDuLsC,Paon Chhoo Lene Do Phoolon Ko,Taj Mahal,01-01-1963,190212,0.985,0.597,0.488,0.891,0.683,0.157,-8.295,0.033,108.281,3,24,"Paanw chhu lene do fulon ko, inaayat hogi Warna hamako nahin, inako bhi shikaayat hogi Ap jo ful bichhaaen, unhen ham thhukaraaen Ham ko dar hai ki ye tauhin-e-mohabbat hogi Dil ki bechain umngo pe karam farmaao Itana ruk ruk ke chalogi to qayaamat hogi Sharm roke hai idhar, shauk udhar khinche hai Kya khabar thi kabhi is dil ki ye haalat hogi Sharm gairon se hua karati hai apanon se nahin Sharm ham se bhi karogi to musibat hogi"
42F2etplqkWIsQKv1MnvDg,"Patta Patta Buta Buta - From ""Ek Nazar""","The Golden Melodies, Vol. 2",16-07-2014,343040,0.867,0.39,0.723,0.000108,0.649,0.355,-5.078,0.0806,137.905,3,27,"Pattaa Pattaa Butaa Butaa Haal Hamaaraa Jaane Hai Pattaa Pattaa Butaa Butaa Haal Hamaaraa Jaane Hai, Pattaa Pattaa Jaane Na Jaane Gul Hi Na Jaane Baag To Saaraa Jaane Hai Pattaa Pattaa Butaa Butaa Haal Hamaaraa Jaane Hai, Pattaa Pattaa Koi Kisi Ko Chaahe, To Kyu Gunaah Samajhate Hai Log Koi Kisi Ki Khaatir, Tarase Agar To Hansate Hai Log Begaanaa Aalam Hai Saaraa, Yahaan To Koi Hamaaraa Dard Nahi Pahachaane Hai Pattaa Pattaa Butaa Butaa Haal Hamaaraa Jaane Hai, Pattaa Pattaa Chaahat Ke Gul Khilege, Chalati Rahe Hazaar Aandhiyaan Ham To Kisi Chaman Me, Baandhege Pyaar Kaa Aashiyaan Ye Duniyaa Bijali Giraae, Ye Duniyaa Kaante Bichhaae Ishq Magar Kab Maane Hai Pattaa Pattaa Butaa Butaa Haal Hamaaraa Jaane Hai, Pattaa Pattaa Dikhalaaege Jahaan Ko, Kuchh Din Jo Zindagaani Hai Aur Kaise Na Ham Milege, Hamane Bhi Dil Me Thaani Hai Aur Abhi Matavaale Dilo Ki, Muhabbat Vaale Dilo Ki Baat Koi Kyaa Jaane Hai Pattaa Pattaa Butaa Butaa Haal Hamaaraa Jaane Hai, Pattaa Pattaa Jaane Na Jaane Gul Hi Na Jaane Baag To Saaraa Jaane Hai Pattaa Pattaa Butaa Butaa Haal Hamaaraa Jaane Hai, Pattaa Pattaa"
7kVmvBqo3hjUFA5N5hevc4,Piya Bina Piya,Classic Revival Ek Pyar Ka Naghma Hai,20-05-2000,264173,0.457,0.446,0.351,0.399,0.43,0.157,-14.4,0.029,106.837,4,34,"Aa.. aa.. Piya bina! Piya bina piya bina basiya Baaje na, baaje na, baaje na Piya bina! Piya bina piya bina basiya Piya aise roothe ke hothon se mere sangeet rootha Piya aise roothe ke hothon se mere sangeet rootha Kabhi jab main gaaun Lage mere man ka har geet jhootha Aise bichhde ho.. Aise bichhde mose rasiya Piya bina! Piya bina piya bina basiya Baaje na, baaje na, baaje na Piya bina.. Piya bina piya bina basiya Tumhari sada bin nahi ek sooni mori nagariya Tumhari sada bin nahi ek sooni mori nagariya Ke chup hai papeeha mayur bol bhoole Ban me sanwariya Din hai soona aa.. Din hai soona sooni ratiyan Piya bina! Piya bina piya bina basiya Baaje na, baaje na, baaje na Piya bina.. Piya bina piya bina basiya"
611EBD556FQ0hhJ0KHleBW,Piya Milan Ko Jana,"Shraddhanjali - My Tribute To The Immortals, Vol. 1",09-10-2020,267200,0.755,0.731,0.28,0.0783,0.882,0.118,-18.211,0.0457,112.55,4,15,"piya milan ko jana ha piya milan ko jana jag ki raah man ki mauj dono ko nibhana piya milan ko jana ha piya milan ko jana kante bikhara ke chalu pani dhalaka ke chalu kante bikhara ke chalu pani dhalaka ke chalu sukh ke liye sekh rakhu, sukh ke liye sekh rakhu pahale dukh uthana piya milan ko jana payal ko bandh ke, payal ko bandh ke uthi chubh naan ke, payal ko badh ke dhire dhire dabe dabe pavo ko badhana piya milan ko jana bujhe deeye andheri raat, aankho par dono hath bujhe deeye andheri raat, aankho par dono hath kaise kare kathin bat, kaise kare kathin bat chal ke aazamana piya milan ko jana ha piya milan ko jana jana piya milan ko jana jana piya milan ko jana ha piya milan ko jana"
4dLkdzoznnbjvVsTmNGcw5,Prem Ka Rog Bada Bura - With Dialogue,Dus Numbri,17-04-1976,319360,0.815,0.502,0.738,0.000456,0.934,0.714,-6.108,0.113,75.724,4,21,Prem kaa rog bada bura Maka naka ga bai maka naka Prem kaa rog bada bura Maka naka ga bai maka naka Aisa mere ko meri man ne kaha Maka naka naka bai maka naka Prem kaa rog bada bura Maka naka ga bai maka naka Aisa mere ko meri man ne kaha Maka naka naka bai maka naka Prem kaa rog bada bura Maka naka ga bai maka naka Ro ro kaa kate yeh din Kaha kal rato ko rahungi Ro ro kaa kate yeh din Kaha kal rato ko rahungi Nanhe sey dil me baba Kaise mai yeh dukh sahungi Nanhe sey dil me baba Kaise mai yeh dukh sahungi Kachchi kali hu Rang dekho zara dil Dil dil bhi hai najuk mera Prem kaa rog bada bura Maka naka ga bai maka naka Prem kaa rog bada bura Maka naka ga bai maka naka Phir bhi karu mai kya ki Too bada pyara mohe lage Phir bhi karu mai kya ki Too bada pyara mohe lage Par kaise tera mera Milan ho too hi batade Par kaise tera mera Milan ho too hi batade Abhi abhi abhi Hath chhodo mera Dekho dekho dekho Koyi hai tisara Prem kaa rog bada Bura maka naka ga Bai maka naka Prem kaa rog bada bura Maka naka ga bai maka naka Dekho mere liye kise Aata hai mar jaana Dekho mere liye kise Aata hai mar jaana Dono main kaun hai Mai dekhu to mera diwaana Dono main kaun hai Mai dekhu to mera diwaana Chakku churi chalne Do zara are are gira gira Prem kaa rog bada bura Maka naka ga bai maka naka Aisa mere ko meri man ne kaha Maka naka naka bai maka naka Prem kaa rog bada bura Maka naka ga bai maka naka Prem kaa rog bada bura Maka naka ga bai maka naka Prem kaa rog bada bura Maka naka ga bai maka naka
2QGilBp4UILvAbBwykuq7p,Pyar Hua Iqrar Hua,Shree 420 (The Bollywood Soundtrack),01-04-2020,261000,0.678,0.466,0.452,1.38E-05,0.882,0.0581,-9.232,0.0321,126.696,4,43,Pyaar hua iqaraar hua hai Pyaar se phir kyo darta hai dil Pyaar hua iqaraar hua hai Pyaar se phir kyo darta hai dil Kehata hai dil rasta mushkil Maalum nahi hai kaha manzil Kehata hai dil rasta mushkil Maalum nahi hai kaha manzil Pyaar hua iqaraar hua hai Pyaar se phir kyo darta hai dil Kehata hai dil rasta mushkil Maalum nahi hai kaha manzil Pyaar hua iqaraar hua hai Pyaar se phir kyo darta hai dil Kaho ki apani Preet ka geet ka Badalega kabhi Tum bhi kaho is Raah ka meet naa Badalega kabhi Pyaar jo tuta pyaar Jo chuta chand naa Chamakega kabhi Aahaa haa aahaa haa aa Pyaar hua iqaraar hua hai Pyaar se phir kyo darta hai dil Kehata hai dil rasta mushkil Maalum nahi hai kaha manzil Pyaar hua iqaraar hua hai Pyaar se phir kyo darta hai dil Raato daso dishaao se Kahegi apani kahaiyaan Prit hamaare pyaar ki Doharaaegi jawaniya Mai na rahugi tum na rahoge Phir bhi rahegi nishaaniyaan Pyaar hua iqaraar hua hai Pyaar se phir kyo darta hai dil Kehata hai dil rasta mushkil Maalum nahi hai kaha manzil Kehata hai dil rasta mushkil Maalum nahi hai kaha manzil Pyaar hua iqaraar hua hai Pyaar se phir kyo darta hai dil
